brand,model,year,km_driven,fuel_type,transmission,owner_type,mileage_kmpl,engine_cc,power_bhp,seats,location,selling_price_lakhs
Honda,WR-V,2011,167898,Diesel,Manual,First,14.7,1997,137.1,5.0,Mumbai,1.33
Ford,Figo,2010,179581,Petrol,Manual,Third,12.7,1197,78.8,5.0,Mumbai,0.8
Tata,Nexon,2017,104145,Diesel,Automatic,Third,19.9,1997,137.5,5.0,Bangalore,4.89
Mahindra,Scorpio,2018,87285,Petrol,Manual,Second,15.8,796,50.3,5.0,Ahmedabad,3.91
Hyundai,Venue,2010,172022,Petrol,Automatic,First,19.1,1498,105.8,5.0,Jaipur,2.8
Maruti,WagonR,2011,160049,Diesel,Manual,First,18.4,796,46.4,5.0,Jaipur,0.8
Honda,Jazz,2013,140051,Diesel,Manual,Second,16.8,796,51.5,5.0,Bangalore,1.36
Maruti,Ertiga,2018,88698,Diesel,Manual,First,17.5,1197,68.4,5.0,Lucknow,4.1
Mahindra,Scorpio,2014,138000,Petrol,Automatic,First,15.1,2494,166.4,7.0,Bangalore,3.95
Mahindra,Scorpio,2022,50313,Diesel,Manual,First,17.3,1498,98.4,5.0,Mumbai,8.1
Tata,Altroz,2017,79353,Diesel,Manual,First,10.0,2996,206.5,5.0,Kolkata,7.28
Tata,Tiago,2023,35342,CNG,Automatic,Second,15.5,1248,89.2,7.0,Bangalore,7.65
Tata,Tiago,2008,206285,Diesel,Manual,Fourth & Above,,796,61.0,4.0,Delhi,0.8
Tata,Altroz,2024,40826,Petrol,Manual,First,15.7,1498,103.6,5.0,Chennai,7.97
Hyundai,Creta,2016,115674,Diesel,Manual,Third,18.2,998,58.2,5.0,Ahmedabad,2.41
BMW,5 Series,2017,97301,Petrol,Automatic,Third,9.7,2996,200.8,5.0,Chennai,17.54
Tata,Altroz,2012,154346,Petrol,Manual,Second,12.8,1197,83.4,7.0,Bangalore,0.8
Mahindra,Bolero,2023,37825,Petrol,Manual,Second,12.6,2996,209.9,5.0,Bangalore,9.38
Tata,Tiago,2008,198454,Diesel,Manual,Third,11.1,2996,196.7,5.0,Jaipur,0.8
Hyundai,i20,2016,122820,Petrol,Manual,Third,13.6,2996,194.7,7.0,Mumbai,4.17
Tata,Altroz,2018,91880,Petrol,Automatic,First,15.6,998,79.6,5.0,Kolkata,6.33
Hyundai,Venue,2016,103047,Petrol,Manual,First,16.6,998,58.9,7.0,Kolkata,2.8
Hyundai,Venue,2020,68952,CNG,Automatic,Third,,1248,87.8,5.0,Ahmedabad,6.31
Tata,Tiago,2018,88249,Petrol,Manual,First,16.9,998,69.3,5.0,Hyderabad,3.96
Audi,A4,2023,29007,Petrol,Manual,Second,15.9,1197,83.8,5.0,Pune,34.23
Maruti,Ertiga,2008,193443,Petrol,Manual,First,17.4,796,56.4,7.0,Pune,0.8
Maruti,WagonR,2019,84116,Petrol,Manual,First,13.7,1498,98.0,5.0,Ahmedabad,3.98
Mahindra,Scorpio,2014,124896,Petrol,Manual,Second,12.9,1197,78.8,7.0,Mumbai,2.03
Maruti,Dzire,2017,101679,Diesel,Manual,First,9.5,2996,206.5,6.0,Jaipur,6.65
Mahindra,XUV500,2022,48694,Diesel,Manual,Second,13.1,796,50.2,4.0,Chennai,7.42
Tata,Harrier,2021,71332,Diesel,Manual,Second,18.6,1248,81.9,7.0,Kolkata,4.67
BMW,X1,2011,164962,Diesel,Automatic,First,11.6,2996,205.7,5.0,Chennai,1.29
Maruti,Baleno,2011,158123,Petrol,Manual,Second,12.4,2494,165.1,5.0,Jaipur,2.27
Tata,Tiago,2013,141038,CNG,Manual,Third,14.5,1498,105.0,7.0,Jaipur,0.98
Hyundai,i20,2011,162972,Electric,Manual,Second,,2494,165.5,7.0,Delhi,4.14
Maruti,Ertiga,2016,99892,Petrol,Manual,Second,13.2,2494,162.6,5.0,Hyderabad,4.35
Volkswagen,Vento,2012,153802,Petrol,Automatic,First,13.1,2494,165.5,5.0,Jaipur,5.6
Maruti,Alto,2010,186634,Diesel,Manual,First,14.2,2494,166.6,5.0,Chennai,2.79
Hyundai,i10,2009,197426,Petrol,Manual,First,14.7,1498,97.7,5.0,Ahmedabad,0.8
Ford,Endeavour,2016,110825,Diesel,Manual,Third,17.0,2494,162.9,,Ahmedabad,3.41
Maruti,WagonR,2011,165099,CNG,Manual,Second,14.1,1997,136.1,5.0,Kolkata,0.8
Tata,Tiago,2016,107163,Petrol,Automatic,Third,18.3,998,70.0,5.0,Hyderabad,3.24
Maruti,Baleno,2020,64692,Petrol,Manual,First,12.2,2996,200.4,5.0,Bangalore,7.13
Honda,Amaze,2012,155359,Petrol,Manual,Second,15.5,1498,107.4,5.0,Delhi,0.8
Hyundai,i20,2021,41867,Petrol,Automatic,Third,15.2,998,63.7,5.0,Ahmedabad,6.31
Ford,Endeavour,2019,78854,Diesel,Manual,First,18.0,1498,,5.0,Lucknow,5.57
Maruti,WagonR,2023,41913,Diesel,Automatic,First,14.5,1248,88.2,7.0,Bangalore,7.88
Honda,WR-V,2022,37191,Petrol,Manual,First,18.1,1248,81.9,5.0,Pune,6.03
Mahindra,Scorpio,2015,113922,Petrol,Manual,First,16.5,1498,93.5,5.0,Lucknow,2.66
Maruti,Dzire,2017,92635,Petrol,Manual,Second,13.0,2494,166.0,5.0,Pune,4.78
Ford,Figo,2019,79112,Electric,Manual,Second,15.7,998,65.9,5.0,Kolkata,7.21
Mahindra,XUV300,2013,148335,Petrol,Automatic,Third,12.5,2494,161.0,5.0,Hyderabad,4.65
Ford,Figo,2009,185597,Electric,Manual,First,17.0,1197,79.3,5.0,Chennai,2.43
Mahindra,XUV500,2010,173132,Diesel,Automatic,First,11.1,2996,198.7,5.0,Mumbai,2.94
Hyundai,i20,2022,51800,CNG,Manual,Third,15.5,796,52.2,5.0,Pune,4.46
Volkswagen,Polo,2008,198896,Petrol,Manual,Second,11.9,2996,199.3,5.0,Bangalore,0.8
Maruti,WagonR,2010,180267,Diesel,Automatic,First,11.9,1997,139.8,7.0,Ahmedabad,3.13
Mahindra,Bolero,2021,49776,Diesel,Automatic,Second,12.8,2494,165.1,5.0,Mumbai,11.79
Maruti,Swift,2013,144310,Diesel,Manual,Second,8.5,2996,202.6,6.0,Chennai,3.44
Tata,Altroz,2015,120129,Diesel,Manual,Second,19.6,796,59.4,5.0,Kolkata,2.76
Hyundai,i20,2010,172746,Petrol,Automatic,First,17.2,1197,76.4,5.0,Pune,1.58
BMW,X1,2013,162117,Diesel,Manual,First,13.5,1498,101.3,5.0,Ahmedabad,0.8
Honda,WR-V,2021,64323,Diesel,Manual,First,12.6,1997,129.0,5.0,Ahmedabad,8.6
Hyundai,i20,2018,93346,Petrol,Manual,First,17.4,796,56.0,5.0,Jaipur,4.05
Maruti,Dzire,2014,123231,Diesel,Manual,Second,12.8,1197,76.4,5.0,Ahmedabad,2.25
Honda,Amaze,2009,200059,Diesel,Manual,First,13.2,2996,190.9,,Hyderabad,0.8
Tata,Harrier,2018,86351,Diesel,Manual,Second,13.8,796,58.8,,Chennai,4.24
Mahindra,XUV500,2011,160499,Petrol,Manual,First,10.8,2494,162.7,6.0,Mumbai,3.02
Mahindra,Scorpio,2019,80434,Petrol,Manual,First,16.9,1997,128.3,7.0,Lucknow,6.54
Audi,A6,2024,31030,CNG,Automatic,First,16.0,1498,108.8,5.0,Hyderabad,37.55
Maruti,WagonR,2017,97962,Petrol,Automatic,Third,10.6,1997,131.9,5.0,Mumbai,4.42
Hyundai,Verna,2018,96096,Petrol,Automatic,First,12.0,1997,144.1,5.0,Ahmedabad,7.5
Tata,Nexon,2011,169863,Petrol,Manual,Second,11.4,2494,158.8,5.0,Kolkata,0.99
Tata,Harrier,2009,184486,Petrol,Automatic,Second,14.2,2996,205.0,7.0,Delhi,2.55
Volkswagen,Polo,2022,27756,Petrol,Automatic,Third,17.3,998,69.9,5.0,Kolkata,7.33
Honda,Amaze,2020,66685,Diesel,Manual,Second,17.0,796,53.2,5.0,Hyderabad,4.54
Honda,City,2018,88965,Petrol,Automatic,First,16.9,796,58.1,5.0,Lucknow,5.12
Hyundai,Creta,2008,195838,Diesel,Manual,First,16.4,1197,81.7,5.0,Kolkata,0.8
Ford,EcoSport,2009,192768,Petrol,Manual,First,11.8,2996,208.1,5.0,Ahmedabad,1.32
Hyundai,Verna,2021,64167,Petrol,Manual,Second,13.8,1197,80.5,5.0,Kolkata,6.06
BMW,3 Series,2012,159474,Diesel,Automatic,First,17.8,1997,141.3,5.0,Kolkata,2.37
Tata,Tiago,2011,164462,Electric,Manual,Third,14.4,2494,169.1,5.0,Mumbai,5.3
Maruti,Dzire,2022,48236,Diesel,Manual,First,16.0,1498,94.1,7.0,Lucknow,5.89
Toyota,Glanza,2017,105781,Petrol,Automatic,Third,17.6,2494,159.2,5.0,Pune,6.06
Hyundai,i20,2020,60445,Petrol,Manual,First,13.3,998,58.7,6.0,Hyderabad,6.82
Maruti,Ertiga,2012,157353,Petrol,Manual,First,10.1,2996,195.1,5.0,Lucknow,4.12
Hyundai,Verna,2016,108459,Petrol,Manual,First,16.1,796,46.1,7.0,Kolkata,3.27
Audi,A6,2020,62592,Diesel,Manual,First,17.4,1498,97.9,5.0,Jaipur,28.96
Tata,Nexon,2022,55927,Petrol,Manual,First,13.6,2996,192.1,7.0,Mumbai,7.95
Maruti,Ertiga,2008,198844,Diesel,Manual,First,17.7,796,61.8,5.0,Mumbai,0.8
BMW,X1,2014,124262,Diesel,Automatic,Third,11.4,2494,168.2,5.0,Kolkata,7.01
Mahindra,Scorpio,2008,181795,Petrol,Manual,Second,14.8,1997,133.8,5.0,Pune,0.8
Ford,Endeavour,2013,149152,Petrol,Automatic,Second,20.2,1498,104.9,7.0,Kolkata,3.0
Maruti,Baleno,2014,150941,Petrol,Automatic,First,15.8,1248,,7.0,Ahmedabad,3.07
Honda,Amaze,2023,32626,Petrol,Manual,Fourth & Above,12.4,2996,200.9,5.0,Ahmedabad,9.78
Tata,Tiago,2018,95041,Diesel,Automatic,Second,14.0,1498,105.3,5.0,Bangalore,5.66
Hyundai,i10,2024,29407,Petrol,Manual,First,17.8,1197,78.6,5.0,Hyderabad,7.49
Maruti,Dzire,2022,53219,Petrol,Automatic,Second,,796,51.7,5.0,Jaipur,5.54
Hyundai,i10,2015,116772,Diesel,Manual,Third,17.0,1498,98.9,5.0,Kolkata,2.72
Honda,Amaze,2017,93952,Diesel,Manual,First,17.3,796,50.1,5.0,Ahmedabad,3.46
Hyundai,i10,2012,162444,Diesel,Manual,First,10.5,2996,202.3,5.0,Bangalore,4.3
Hyundai,Creta,2022,37077,Petrol,Manual,First,14.7,1197,82.5,6.0,Chennai,5.15
Volkswagen,Polo,2013,147763,Petrol,Manual,Second,12.4,998,66.8,7.0,Pune,0.8
Hyundai,i20,2017,84527,Petrol,Manual,First,10.3,2996,199.6,5.0,Chennai,5.84
Tata,Tiago,2015,127202,Diesel,Manual,First,17.2,1197,81.9,5.0,Hyderabad,2.53
Honda,Amaze,2014,127537,Petrol,Automatic,First,16.6,1197,70.9,5.0,Delhi,2.62
Honda,Amaze,2018,84121,Petrol,Manual,First,16.3,998,,6.0,Bangalore,5.38
Tata,Harrier,2020,70794,Petrol,Manual,Fourth & Above,12.8,2494,163.8,7.0,Pune,5.2
Honda,City,2017,100601,CNG,Manual,First,15.0,998,62.4,6.0,Ahmedabad,3.05
Tata,Altroz,2016,103174,Diesel,Automatic,First,11.4,998,63.8,5.0,Chennai,5.04
Maruti,Ertiga,2021,58221,Diesel,Manual,First,16.6,796,62.1,5.0,Kolkata,4.75
Hyundai,Venue,2015,118684,Petrol,Manual,Fourth & Above,18.9,998,70.3,5.0,Kolkata,0.8
Maruti,Dzire,2010,158296,Petrol,Manual,Second,13.0,1248,89.5,5.0,Bangalore,0.8
Mahindra,XUV300,2014,126691,Diesel,Automatic,First,17.5,1498,91.5,7.0,Chennai,4.72
Audi,A4,2017,88629,Petrol,Manual,First,16.0,1498,102.4,5.0,Pune,12.52
Tata,Nexon,2021,43482,Petrol,Manual,First,12.6,796,53.7,5.0,Hyderabad,5.28
Hyundai,Creta,2012,142496,Diesel,Manual,Third,10.8,2494,163.8,5.0,Pune,1.82
Tata,Altroz,2021,55211,Petrol,Manual,First,13.3,1248,78.7,5.0,Mumbai,6.36
Toyota,Etios,2010,180916,Petrol,Automatic,First,11.8,1248,77.0,5.0,Bangalore,0.8
Honda,Jazz,2014,131425,Petrol,Manual,First,13.8,2996,202.4,5.0,Hyderabad,4.21
Toyota,Glanza,2023,36045,Petrol,Manual,First,12.6,1197,71.4,5.0,Chennai,9.2
Maruti,WagonR,2020,61093,Petrol,Automatic,Second,13.0,1498,106.7,5.0,Ahmedabad,6.24
Ford,EcoSport,2021,37977,Diesel,Manual,Fourth & Above,13.0,1248,91.1,5.0,Delhi,5.2
Hyundai,i20,2011,173902,Diesel,Manual,Second,19.1,1498,97.2,7.0,Bangalore,0.8
Maruti,Alto,2022,43437,Petrol,Automatic,First,9.9,2494,164.2,5.0,Ahmedabad,8.72
Maruti,Baleno,2014,145714,Diesel,Automatic,First,14.3,1197,73.8,5.0,Pune,3.73
Mahindra,Scorpio,2024,25769,Diesel,Manual,First,15.2,1498,100.1,4.0,Delhi,8.63
Mahindra,Bolero,2022,49884,Petrol,Manual,Second,15.0,1197,84.6,5.0,Lucknow,7.79
Ford,EcoSport,2012,151150,CNG,Automatic,Third,15.6,1197,84.0,7.0,Kolkata,0.8
Toyota,Innova,2024,13925,Petrol,Automatic,Second,12.6,2494,172.5,5.0,Hyderabad,14.6
Hyundai,Creta,2011,173591,Diesel,Manual,First,9.3,2996,215.6,5.0,Pune,3.77
Maruti,Baleno,2015,113905,Petrol,Manual,Second,11.3,2494,167.7,5.0,Hyderabad,4.08
Hyundai,Verna,2015,132994,Electric,Manual,Second,15.4,1197,80.8,5.0,Mumbai,4.8
Maruti,Swift,2010,175277,Diesel,Manual,First,16.7,1197,79.3,5.0,Bangalore,0.94
Ford,EcoSport,2009,171268,Petrol,Automatic,Fourth & Above,13.1,2996,194.5,5.0,Lucknow,1.44
Hyundai,i10,2008,187277,Diesel,Manual,First,12.8,1997,137.7,6.0,Hyderabad,0.8
Audi,A4,2018,79965,Petrol,Manual,First,14.0,2494,163.6,6.0,Lucknow,17.1
BMW,3 Series,2013,135003,Electric,Manual,Third,16.5,1197,81.4,5.0,Chennai,5.04
Volkswagen,Vento,2017,116531,Diesel,Automatic,Third,13.5,1498,101.8,5.0,Chennai,4.33
Toyota,Fortuner,2015,128033,Diesel,Manual,First,17.2,796,58.4,5.0,Ahmedabad,2.94
Honda,City,2015,128780,Petrol,Manual,First,20.6,1197,72.6,5.0,Pune,2.56
Maruti,Swift,2011,174222,Diesel,Manual,First,9.9,2494,162.1,5.0,Pune,2.32
Mahindra,Scorpio,2010,183488,Petrol,Manual,First,12.8,2494,168.9,5.0,Bangalore,2.17
Hyundai,Verna,2024,25816,Petrol,Automatic,First,17.2,998,72.4,5.0,Lucknow,9.78
Maruti,Dzire,2018,81201,Petrol,Automatic,Second,17.5,796,48.4,5.0,Chennai,3.55
Mahindra,XUV500,2016,94871,Petrol,Manual,First,15.0,1197,84.1,5.0,Pune,4.87
Hyundai,i20,2015,134336,Petrol,Automatic,Third,19.0,998,74.6,7.0,Kolkata,3.37
Mahindra,XUV300,2012,158055,CNG,Manual,First,14.0,1197,83.7,5.0,Lucknow,0.8
Hyundai,Venue,2019,69723,Petrol,Manual,Fourth & Above,13.1,1997,137.8,4.0,Bangalore,4.47
Hyundai,i20,2012,165230,Diesel,Manual,First,12.6,1248,80.1,5.0,Chennai,1.0
Honda,City,2021,52504,Petrol,Automatic,Third,12.9,1997,130.0,5.0,Chennai,8.28
Maruti,Dzire,2021,59697,Petrol,Manual,Second,14.6,1197,76.6,5.0,Mumbai,4.48
Hyundai,Creta,2020,44220,Petrol,Automatic,First,9.6,2996,188.9,5.0,Chennai,10.59
Hyundai,Creta,2019,68378,Petrol,Automatic,First,18.5,1197,88.2,5.0,Pune,6.5
Mahindra,Scorpio,2009,193060,Diesel,Manual,Second,16.6,1197,85.3,5.0,Mumbai,0.8
Audi,A4,2021,47844,CNG,Manual,First,13.0,2494,177.7,7.0,Lucknow,25.58
Tata,Tiago,2016,115410,Petrol,Manual,Second,,2996,195.6,4.0,Pune,3.72
Ford,Endeavour,2019,72007,Petrol,Automatic,Second,14.1,796,55.5,7.0,Kolkata,6.0
Ford,Figo,2008,202105,Petrol,Automatic,First,16.4,1248,82.2,5.0,Hyderabad,0.8
Mahindra,Scorpio,2008,199430,Diesel,Automatic,Second,14.8,1498,104.1,5.0,Pune,0.8
Hyundai,Venue,2023,15992,Petrol,Automatic,First,10.8,2494,171.3,7.0,Lucknow,10.51
Hyundai,Creta,2022,34903,Petrol,Manual,First,15.6,1498,99.7,4.0,Kolkata,7.52
Honda,Amaze,2008,194424,Petrol,Manual,Second,18.5,1197,80.2,5.0,Lucknow,0.8
Mahindra,Bolero,2008,194696,Diesel,Manual,First,15.9,1248,88.1,7.0,Jaipur,0.8
Tata,Nexon,2008,194766,Petrol,Automatic,First,17.4,1248,82.7,5.0,Lucknow,0.8
Honda,Jazz,2018,78736,Diesel,Automatic,Second,,2494,163.2,6.0,Kolkata,7.35
BMW,X1,2022,52452,Electric,Manual,Second,14.7,1248,86.3,5.0,Lucknow,26.72
Maruti,WagonR,2018,68353,Petrol,Manual,Fourth & Above,18.8,1197,79.8,6.0,Pune,2.61
Maruti,WagonR,2017,87050,Petrol,Manual,Second,17.7,998,60.5,5.0,Hyderabad,2.13
Tata,Altroz,2015,119049,Diesel,Manual,First,14.9,1498,93.1,5.0,Bangalore,2.89
Hyundai,Creta,2015,115708,Petrol,Automatic,First,15.3,1197,83.9,5.0,Kolkata,3.61
Volkswagen,Vento,2008,204907,Petrol,Manual,Second,17.9,1997,133.3,5.0,Kolkata,0.8
Maruti,Baleno,2020,72531,Diesel,Manual,First,16.5,796,53.0,6.0,Ahmedabad,4.42
Mahindra,XUV500,2016,115600,Diesel,Manual,First,12.0,1498,98.0,5.0,Jaipur,4.51
Tata,Nexon,2020,58080,Petrol,Manual,Second,12.8,998,67.9,5.0,Ahmedabad,5.23
Honda,City,2017,111664,Diesel,Manual,Fourth & Above,15.1,1498,103.8,5.0,Ahmedabad,2.87
Tata,Tiago,2015,118680,Petrol,Manual,Third,15.5,998,60.2,5.0,Pune,1.78
Mahindra,Bolero,2009,201570,Petrol,Automatic,Second,14.6,796,,5.0,Delhi,0.8
Mahindra,Scorpio,2019,70022,CNG,Manual,First,11.3,2494,180.5,5.0,Chennai,8.54
Maruti,Ertiga,2015,95395,Petrol,Manual,First,16.8,2494,163.4,5.0,Lucknow,3.99
Ford,EcoSport,2011,168779,Diesel,Automatic,Second,15.0,1498,95.7,5.0,Bangalore,0.84
Hyundai,Verna,2013,160259,Petrol,Automatic,First,16.9,998,70.8,5.0,Hyderabad,2.15
Hyundai,Venue,2008,195487,Petrol,Automatic,First,13.3,1248,75.3,5.0,Bangalore,0.98
Honda,Amaze,2008,192593,Petrol,Manual,First,16.2,1248,83.8,5.0,Lucknow,0.8
Toyota,Glanza,2012,147002,Petrol,Automatic,Second,15.4,1197,85.6,5.0,Pune,1.64
Honda,City,2023,42544,Diesel,Manual,First,17.8,1248,83.4,5.0,Chennai,7.65
Toyota,Glanza,2013,138905,Petrol,Manual,First,13.2,2996,192.5,5.0,Chennai,4.59
Mahindra,XUV300,2017,99637,Diesel,Manual,First,13.0,1997,140.1,5.0,Lucknow,5.03
Mahindra,Scorpio,2013,133726,Petrol,Manual,First,13.3,2494,164.0,5.0,Delhi,3.59
Maruti,WagonR,2015,112803,Petrol,Manual,First,13.2,1997,134.1,5.0,Mumbai,2.87
Honda,Jazz,2020,76898,Diesel,Manual,Third,15.2,1248,79.9,5.0,Pune,5.05
Maruti,WagonR,2023,25466,Petrol,Manual,First,15.0,1197,73.6,5.0,Ahmedabad,6.1
Tata,Tiago,2018,84159,Petrol,Manual,Second,12.1,1197,85.7,5.0,Chennai,4.13
Mahindra,Bolero,2020,70533,Diesel,Manual,First,14.3,1498,97.8,5.0,Bangalore,7.99
Volkswagen,Polo,2023,36754,Petrol,Manual,First,14.9,1197,84.1,5.0,Chennai,8.66
Maruti,Dzire,2013,137602,Petrol,Manual,Fourth & Above,13.9,1248,75.9,5.0,Kolkata,0.8
Mahindra,Scorpio,2008,190926,Diesel,Automatic,First,14.1,998,64.0,5.0,Lucknow,0.8
Ford,Figo,2015,129290,Diesel,Manual,Second,12.6,2996,200.9,4.0,Kolkata,5.31
Volkswagen,Polo,2011,172675,Diesel,Manual,Second,10.7,2494,161.4,5.0,Bangalore,0.8
Mahindra,XUV300,2022,44837,Diesel,Automatic,Third,15.2,1997,135.1,6.0,Hyderabad,9.93
Honda,Amaze,2024,15107,CNG,Manual,First,15.4,1197,82.9,7.0,Jaipur,9.23
Tata,Tiago,2012,154438,Petrol,Manual,First,11.6,2494,171.9,5.0,Mumbai,2.23
Mahindra,Scorpio,2022,42538,Diesel,Manual,Third,12.1,1498,102.4,7.0,Kolkata,6.4
Toyota,Glanza,2019,84716,Diesel,Manual,Second,16.6,998,64.6,5.0,Kolkata,6.15
Audi,A6,2008,202673,Diesel,Automatic,Second,12.1,2996,196.5,5.0,Ahmedabad,0.8
Tata,Harrier,2013,152662,Petrol,Manual,Fourth & Above,10.7,2494,161.5,5.0,Pune,0.8
Hyundai,Venue,2024,20296,Petrol,Manual,Third,14.5,1997,138.4,5.0,Chennai,8.18
Tata,Tiago,2010,179783,Petrol,Manual,Second,14.2,1197,74.8,5.0,Chennai,0.8
Honda,WR-V,2015,104397,Petrol,Manual,First,9.2,2996,196.9,5.0,Delhi,5.11
Hyundai,Creta,2008,205268,CNG,Automatic,Second,13.2,1498,95.9,7.0,Chennai,0.8
Maruti,WagonR,2010,164331,Diesel,Manual,First,16.7,796,43.5,5.0,Hyderabad,0.8
Hyundai,i20,2016,122320,CNG,Manual,First,17.0,796,49.4,5.0,Ahmedabad,4.06
Mahindra,Scorpio,2024,24428,Diesel,Manual,First,16.5,1248,84.7,5.0,Bangalore,10.33
Maruti,WagonR,2024,38030,Petrol,Manual,First,12.9,2996,193.0,5.0,Hyderabad,8.58
Tata,Altroz,2009,181971,Petrol,Automatic,First,18.8,1248,81.5,5.0,Kolkata,0.8
Hyundai,i10,2015,126418,Petrol,Manual,First,10.1,2996,201.4,7.0,Delhi,4.62
Maruti,Alto,2017,110823,Diesel,Automatic,First,15.9,2494,160.3,5.0,Kolkata,6.5
Maruti,Ertiga,2015,132389,Diesel,Manual,First,15.4,1248,88.2,5.0,Jaipur,2.6
Hyundai,Verna,2018,75033,Petrol,Manual,First,18.4,796,45.6,5.0,Mumbai,3.3
Honda,Jazz,2024,2718,Diesel,Automatic,Second,16.2,796,60.5,5.0,Chennai,10.09
Mahindra,XUV500,2019,53957,Petrol,Manual,Third,13.8,2996,197.6,7.0,Hyderabad,7.49
Hyundai,Venue,2010,161529,Diesel,Manual,First,10.9,2494,171.3,7.0,Hyderabad,1.76
Maruti,Ertiga,2020,66638,Diesel,Manual,Third,11.2,1498,99.7,5.0,Chennai,5.14
BMW,3 Series,2009,184690,Petrol,Manual,First,10.1,2996,204.6,5.0,Bangalore,0.8
Maruti,Dzire,2017,108735,Petrol,Manual,First,10.5,2494,175.0,5.0,Mumbai,5.2
Audi,A4,2019,84652,Petrol,Automatic,First,17.2,796,43.4,5.0,Ahmedabad,18.41
Maruti,Ertiga,2018,101585,Petrol,Manual,Third,11.8,1498,97.8,4.0,Jaipur,3.53
Hyundai,i10,2022,34884,Petrol,Manual,Fourth & Above,12.1,2494,170.9,5.0,Kolkata,7.68
Mahindra,XUV500,2017,102681,Petrol,Automatic,Second,15.9,1248,92.6,5.0,Chennai,7.28
Volkswagen,Polo,2020,65268,Petrol,Manual,First,12.0,2494,168.7,5.0,Jaipur,8.6
Honda,City,2021,52258,CNG,Manual,Third,12.6,1997,141.0,5.0,Ahmedabad,5.86
Maruti,Dzire,2009,195912,Petrol,Automatic,First,15.3,998,63.7,7.0,Kolkata,0.8
Maruti,WagonR,2024,19844,Diesel,Manual,Second,13.5,1197,81.6,5.0,Pune,6.99
Mahindra,Scorpio,2009,188143,Electric,Manual,First,12.6,2996,206.8,5.0,Kolkata,3.58
Volkswagen,Polo,2015,124351,Petrol,Manual,First,17.3,998,70.5,5.0,Bangalore,1.93
Hyundai,Verna,2012,159477,CNG,Manual,Second,12.5,1248,88.7,5.0,Kolkata,0.8
Tata,Nexon,2009,190700,Petrol,Manual,Second,15.4,998,70.7,5.0,Chennai,0.8
Tata,Altroz,2022,50854,Petrol,Automatic,First,10.3,2494,165.7,5.0,Bangalore,9.07
Maruti,Ertiga,2020,65846,Diesel,Manual,First,16.6,1498,97.7,5.0,Bangalore,6.1
Hyundai,i20,2013,143372,Petrol,Automatic,Third,12.6,2996,196.6,5.0,Chennai,3.86
Maruti,Alto,2012,157010,Petrol,Automatic,First,11.3,796,49.4,5.0,Kolkata,2.53
Honda,Jazz,2013,138307,Diesel,Automatic,Third,17.2,1248,82.6,5.0,Lucknow,2.29
Maruti,WagonR,2019,72372,Petrol,Automatic,Second,16.0,1248,81.1,7.0,Hyderabad,5.4
Toyota,Etios,2014,124847,Petrol,Manual,Second,16.7,796,52.1,5.0,Pune,1.21
Mahindra,Bolero,2014,136654,Diesel,Manual,Fourth & Above,13.7,1197,81.8,7.0,Chennai,0.8
Mahindra,Bolero,2016,116265,Petrol,Automatic,Fourth & Above,17.5,796,44.0,5.0,Jaipur,2.91
Mahindra,Scorpio,2010,180739,Petrol,Manual,First,14.1,1248,88.0,5.0,Pune,0.8
Maruti,Dzire,2024,22594,Diesel,Manual,First,17.0,1498,99.5,5.0,Lucknow,7.89
Maruti,WagonR,2010,171534,Diesel,Automatic,Third,14.9,1997,130.9,5.0,Chennai,1.93
Maruti,Swift,2008,183556,Diesel,Manual,Third,11.1,2996,202.1,5.0,Bangalore,0.8
Mahindra,Bolero,2009,181988,Diesel,Manual,Second,14.3,1197,86.5,5.0,Lucknow,1.11
Mahindra,Bolero,2009,205120,CNG,Manual,Second,,2996,198.5,5.0,Chennai,0.8
Toyota,Innova,2022,35073,Petrol,Automatic,Second,12.1,1997,,5.0,Ahmedabad,10.94
Honda,Jazz,2010,183787,CNG,Automatic,Third,16.4,796,52.7,6.0,Hyderabad,0.8
Honda,City,2016,122924,Petrol,Manual,Second,15.2,1248,80.6,6.0,Lucknow,3.49
Hyundai,Venue,2022,59397,Petrol,Manual,First,9.0,1498,103.5,7.0,Chennai,7.45
Honda,WR-V,2013,145858,Petrol,Manual,First,19.2,998,68.2,5.0,Ahmedabad,1.37
Honda,Jazz,2014,127085,Petrol,Manual,First,14.6,1498,93.9,6.0,Kolkata,2.13
Hyundai,Venue,2016,99690,Petrol,Manual,Second,13.5,796,53.2,5.0,Delhi,2.24
Volkswagen,Vento,2022,48205,Diesel,Manual,Second,,2996,199.9,5.0,Jaipur,9.85
Toyota,Etios,2009,197112,Petrol,Automatic,First,17.0,998,62.3,5.0,Kolkata,0.8
Volkswagen,Vento,2010,169405,Diesel,Manual,First,17.1,998,68.2,5.0,Mumbai,0.8
Mahindra,Scorpio,2022,39832,Diesel,Manual,Fourth & Above,15.0,796,50.6,5.0,Lucknow,6.72
Mahindra,XUV500,2012,159881,Electric,Automatic,First,15.2,1197,83.5,5.0,Pune,6.58
Maruti,Swift,2023,30124,Diesel,Manual,First,17.4,796,53.2,5.0,Hyderabad,6.04
Hyundai,Verna,2008,174792,Diesel,Manual,First,11.7,2494,163.8,5.0,Mumbai,1.21
Hyundai,Creta,2017,104921,Petrol,Automatic,Second,14.4,1197,76.5,5.0,Chennai,5.73
